,drug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
113,"DRG6,DRG15",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
114,"DRG6,DRG16",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
115,"DRG6,DRG17",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
116,"DRG6,DRG18",0.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
117,"DRG6,DRG19",1.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
118,"DRG6,DRG20",0.5,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
119,"DRG6,DRG21",0.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
120,"DRG6,DRG22",0.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
121,"DRG6,DRG23",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
122,"DRG6,DRG24",1.0,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
123,"DRG7,DRG8",0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
124,"DRG7,DRG9",0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
125,"DRG7,DRG10",0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
126,"DRG7,DRG11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
127,"DRG7,DRG12",0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
128,"DRG7,DRG13",0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
129,"DRG7,DRG14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
130,"DRG7,DRG15",0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
131,"DRG7,DRG16",0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
132,"DRG7,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
133,"DRG7,DRG18",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
134,"DRG7,DRG19",1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
135,"DRG7,DRG20",0.5,0.5,0.5,1.5,1.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
136,"DRG7,DRG21",0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
137,"DRG7,DRG22",0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
138,"DRG7,DRG23",0.0,0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
139,"DRG7,DRG24",1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
140,"DRG8,DRG9",0.0,7.5,7.5,7.5,7.5,7.5,7.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
141,"DRG8,DRG10",0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
142,"DRG8,DRG11",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
143,"DRG8,DRG12",0.0,7.5,7.5,7.5,7.5,7.5,7.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
144,"DRG8,DRG13",0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,5.5,0.5,1.0,1.0,1.0,1.0,1.0
145,"DRG8,DRG14",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
146,"DRG8,DRG15",0.0,7.5,7.5,7.5,7.5,7.5,7.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
147,"DRG8,DRG16",0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
148,"DRG8,DRG17",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
149,"DRG8,DRG18",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
150,"DRG8,DRG19",1.0,9.5,9.5,9.5,9.5,9.5,9.5,1.0,1.5,1.5,1.5,1.5,1.5,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
151,"DRG8,DRG20",0.5,9.5,9.5,9.5,9.5,9.5,9.5,0.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,7.5,7.5,7.5,0.5,1.5,1.5,1.5,1.5,1.5
152,"DRG8,DRG21",0.0,9.5,9.5,9.5,9.5,9.5,9.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,0.0,0.0,1.0,1.0,1.0
153,"DRG8,DRG22",0.0,9.5,9.5,9.5,9.5,9.5,9.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,0.0,0.0,0.0,1.0,1.0
154,"DRG8,DRG23",0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
155,"DRG8,DRG24",1.0,9.5,9.5,9.5,9.5,9.5,9.5,1.0,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
156,"DRG9,DRG10",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
157,"DRG9,DRG11",0.0,5.5,5.5,5.5,5.5,5.5,5.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
158,"DRG9,DRG12",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
159,"DRG9,DRG13",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
160,"DRG9,DRG14",0.0,5.5,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
161,"DRG9,DRG15",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
162,"DRG9,DRG16",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
163,"DRG9,DRG17",0.0,5.5,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
164,"DRG9,DRG18",0.0,5.5,5.5,5.5,5.5,5.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
165,"DRG9,DRG19",1.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
166,"DRG9,DRG20",0.5,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
167,"DRG9,DRG21",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
168,"DRG9,DRG22",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
169,"DRG9,DRG23",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
170,"DRG9,DRG24",1.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
171,"DRG10,DRG11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
172,"DRG10,DRG12",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
173,"DRG10,DRG13",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
174,"DRG10,DRG14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
175,"DRG10,DRG15",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
176,"DRG10,DRG16",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
177,"DRG10,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
178,"DRG10,DRG18",0.0,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
179,"DRG10,DRG19",1.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
180,"DRG10,DRG20",0.5,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
181,"DRG10,DRG21",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
182,"DRG10,DRG22",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
183,"DRG10,DRG23",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
184,"DRG10,DRG24",1.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
185,"DRG11,DRG12",0.0,5.5,5.5,5.5,5.5,5.5,5.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
186,"DRG11,DRG13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
187,"DRG11,DRG14",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
188,"DRG11,DRG15",0.0,5.5,5.5,5.5,5.5,5.5,5.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
189,"DRG11,DRG16",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
190,"DRG11,DRG17",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
191,"DRG11,DRG18",0.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
192,"DRG11,DRG19",1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
193,"DRG11,DRG20",0.5,9.5,9.5,9.5,9.5,9.5,9.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
194,"DRG11,DRG21",0.0,7.0,7.0,7.0,7.0,7.0,7.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
195,"DRG11,DRG22",0.0,7.0,7.0,7.0,7.0,7.0,7.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
196,"DRG11,DRG23",0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
197,"DRG11,DRG24",1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
198,"DRG12,DRG13",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
199,"DRG12,DRG14",0.0,5.5,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
200,"DRG12,DRG15",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
201,"DRG12,DRG16",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
202,"DRG12,DRG17",0.0,5.5,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
203,"DRG12,DRG18",0.0,5.5,5.5,5.5,5.5,5.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
204,"DRG12,DRG19",1.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
205,"DRG12,DRG20",0.5,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
206,"DRG12,DRG21",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
207,"DRG12,DRG22",0.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
208,"DRG12,DRG23",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
209,"DRG12,DRG24",1.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
210,"DRG13,DRG14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,5.5,0.5,1.0,1.0,1.0,1.0,1.0
211,"DRG13,DRG15",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
212,"DRG13,DRG16",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
213,"DRG13,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,5.5,0.5,1.0,1.0,1.0,1.0,1.0
214,"DRG13,DRG18",0.0,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,1.0,5.5,1.5,1.0,1.0,1.0,1.0,1.0
215,"DRG13,DRG19",1.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
216,"DRG13,DRG20",0.5,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
217,"DRG13,DRG21",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
218,"DRG13,DRG22",0.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
219,"DRG13,DRG23",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5
220,"DRG13,DRG24",1.0,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,1.5,1.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
221,"DRG14,DRG15",0.0,5.5,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
222,"DRG14,DRG16",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
223,"DRG14,DRG17",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
224,"DRG14,DRG18",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
225,"DRG14,DRG19",1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.5,1.5,2.5,2.5,2.5,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
226,"DRG14,DRG20",0.5,9.5,9.5,9.5,9.5,9.5,9.5,0.5,0.5,0.5,0.5,1.5,1.5,0.5,0.5,0.5,7.5,7.5,7.5,0.5,1.5,1.5,1.5,1.5,1.5
227,"DRG14,DRG21",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,0.0,0.0,1.0,1.0,1.0
228,"DRG14,DRG22",0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,0.0,0.0,0.0,1.0,1.0
229,"DRG14,DRG23",0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
230,"DRG14,DRG24",1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
231,"DRG15,DRG16",0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
232,"DRG15,DRG17",0.0,5.5,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.5,5.5,5.5,0.5,1.0,1.0,1.0,1.0,1.0
233,"DRG15,DRG18",0.0,5.5,5.5,5.5,5.5,5.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5,5.5,5.5,1.5,1.0,1.0,1.0,1.0,1.0
234,"DRG15,DRG19",1.0,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
235,"DRG15,DRG20",0.5,7.5,7.5,7.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5,1.5,1.5,1.5,1.5,1.5,1.5
